image_id,filename,disease_label,disease_code,relative_path,full_path,file_size_kb,img_format,image_hash,split,resize_width,resize_height,binarisasi_applied,binarisasi_method,prescale_applied,prescale_range,size_norm,kecamatan,avg_temp,avg_humidity,total_precip,avg_drought,avg_uv,avg_wind,obs_count,musim,sumber_api,n_laporan,avg_kerugian_pct,avg_luas_ha,avg_serangan_pct
SEH063,Healthy_rice_leaf (68).jpg,sehat,0,sehat\Healthy_rice_leaf (68).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (68).jpg,988.1,.jpg,7022ff8deccf585f,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1455,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH064,Healthy_rice_leaf (69).jpg,sehat,0,sehat\Healthy_rice_leaf (69).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (69).jpg,1096.8,.jpg,40e79662326b83d0,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.162,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH065,Healthy_rice_leaf (7).jpg,sehat,0,sehat\Healthy_rice_leaf (7).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (7).jpg,694.1,.jpg,796125880101e576,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.1007,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH066,Healthy_rice_leaf (73).jpg,sehat,0,sehat\Healthy_rice_leaf (73).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (73).jpg,811.5,.jpg,3b12343c45e9b1d6,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1186,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH067,Healthy_rice_leaf (74).jpg,sehat,0,sehat\Healthy_rice_leaf (74).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (74).jpg,733.9,.jpg,a59b73137115151c,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1068,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH068,Healthy_rice_leaf (75).jpg,sehat,0,sehat\Healthy_rice_leaf (75).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (75).jpg,706.6,.jpg,5b3df872f7675933,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1026,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH069,Healthy_rice_leaf (76).jpg,sehat,0,sehat\Healthy_rice_leaf (76).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (76).jpg,780.9,.jpg,ca984903b63b764f,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1139,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH070,Healthy_rice_leaf (77).jpg,sehat,0,sehat\Healthy_rice_leaf (77).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (77).jpg,746.9,.jpg,e17cba31a3ede52e,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1088,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH071,Healthy_rice_leaf (78).jpg,sehat,0,sehat\Healthy_rice_leaf (78).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (78).jpg,756.8,.jpg,4ac3b5b020079ab6,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1103,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH072,Healthy_rice_leaf (79).jpg,sehat,0,sehat\Healthy_rice_leaf (79).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (79).jpg,635.7,.jpg,90c6d9faef8ad83d,test,224,224,True,Otsu,True,"[0.0, 1.0]",0.0918,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH073,Healthy_rice_leaf (8).jpg,sehat,0,sehat\Healthy_rice_leaf (8).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (8).jpg,829.0,.jpg,02cb579f3d282f47,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.1213,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH074,Healthy_rice_leaf (80).jpg,sehat,0,sehat\Healthy_rice_leaf (80).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (80).jpg,665.1,.jpg,11aab4abe9d05a2d,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0963,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH075,Healthy_rice_leaf (84).jpg,sehat,0,sehat\Healthy_rice_leaf (84).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (84).jpg,744.2,.jpg,5d9a27b97907acaa,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1084,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH076,Healthy_rice_leaf (85).jpg,sehat,0,sehat\Healthy_rice_leaf (85).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (85).jpg,698.1,.jpg,967e16849721214a,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.1013,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH077,Healthy_rice_leaf (86).jpg,sehat,0,sehat\Healthy_rice_leaf (86).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (86).jpg,819.5,.jpg,d3c676002a80df90,test,224,224,True,Otsu,True,"[0.0, 1.0]",0.1198,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH078,Healthy_rice_leaf (87).jpg,sehat,0,sehat\Healthy_rice_leaf (87).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (87).jpg,550.9,.jpg,c0f54d2100aab414,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0789,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
SEH079,Healthy_rice_leaf (88).jpg,sehat,0,sehat\Healthy_rice_leaf (88).jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\sehat\Healthy_rice_leaf (88).jpg,4757.7,.jpg,17ead2dc9b39f13f,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.7194,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,26,0.0,1.202,0.0
BLA001,IMG_0448.jpg,blast,1,blast\IMG_0448.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0448.jpg,49.8,.jpg,55f38550363218af,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0026,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA002,IMG_0535.jpg,blast,1,blast\IMG_0535.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0535.jpg,33.5,.jpg,85031f2ac9918a10,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0002,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA003,IMG_0536.jpg,blast,1,blast\IMG_0536.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0536.jpg,81.0,.jpg,bdce573704fd3182,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0074,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA004,IMG_0541.jpg,blast,1,blast\IMG_0541.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0541.jpg,73.7,.jpg,af2460288df26891,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.0063,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA005,IMG_0543.jpg,blast,1,blast\IMG_0543.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0543.jpg,66.5,.jpg,48e145f66d80c68b,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0052,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA006,IMG_0544.jpg,blast,1,blast\IMG_0544.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0544.jpg,70.6,.jpg,461a1aaf26649724,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0058,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA007,IMG_0545.jpg,blast,1,blast\IMG_0545.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0545.jpg,70.0,.jpg,518ca4aec9e79c5b,test,224,224,True,Otsu,True,"[0.0, 1.0]",0.0057,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA008,IMG_0546.jpg,blast,1,blast\IMG_0546.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0546.jpg,44.7,.jpg,104d5f1cb50cace1,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0019,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA009,IMG_0547.jpg,blast,1,blast\IMG_0547.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0547.jpg,88.7,.jpg,86053ae628804b3e,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0086,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA010,IMG_0548.jpg,blast,1,blast\IMG_0548.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0548.jpg,56.6,.jpg,3392d45061663442,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0037,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA011,IMG_0549.jpg,blast,1,blast\IMG_0549.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0549.jpg,100.3,.jpg,f473dc23883353f8,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0103,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA012,IMG_0550.jpg,blast,1,blast\IMG_0550.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0550.jpg,64.8,.jpg,0e6ccde04c35fed2,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0049,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA013,IMG_0551.jpg,blast,1,blast\IMG_0551.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0551.jpg,77.3,.jpg,12ae05af7245c491,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0068,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA014,IMG_0553.jpg,blast,1,blast\IMG_0553.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0553.jpg,80.8,.jpg,da18fcaab7460383,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0074,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA015,IMG_0557.jpg,blast,1,blast\IMG_0557.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0557.jpg,52.9,.jpg,d865a24c9cfd8b1f,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0031,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA016,IMG_0558.jpg,blast,1,blast\IMG_0558.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0558.jpg,46.4,.jpg,4527e23e06e1a012,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0021,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA017,IMG_0559.jpg,blast,1,blast\IMG_0559.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0559.jpg,75.9,.jpg,33cc175217578b2e,test,224,224,True,Otsu,True,"[0.0, 1.0]",0.0066,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA018,IMG_0560.jpg,blast,1,blast\IMG_0560.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0560.jpg,71.4,.jpg,fde2370bae8bbb18,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0059,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA019,IMG_0561.jpg,blast,1,blast\IMG_0561.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0561.jpg,45.2,.jpg,1166075f023ea109,test,224,224,True,Otsu,True,"[0.0, 1.0]",0.0019,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA020,IMG_0563.jpg,blast,1,blast\IMG_0563.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0563.jpg,67.1,.jpg,39f51f8e84922848,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.0053,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA021,IMG_0566.jpg,blast,1,blast\IMG_0566.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0566.jpg,70.7,.jpg,aa636561834e2113,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0058,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA022,IMG_0567.jpg,blast,1,blast\IMG_0567.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0567.jpg,80.0,.jpg,ebd95b9f5eb7f27e,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0072,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA023,IMG_0569.jpg,blast,1,blast\IMG_0569.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0569.jpg,49.2,.jpg,37dd9fc9d6fc006b,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0025,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA024,IMG_0570.jpg,blast,1,blast\IMG_0570.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0570.jpg,77.5,.jpg,24118f9b9560857e,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0069,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA025,IMG_0571.jpg,blast,1,blast\IMG_0571.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0571.jpg,75.2,.jpg,a947a480c5b20060,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0065,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA026,IMG_0572.jpg,blast,1,blast\IMG_0572.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0572.jpg,69.4,.jpg,11c3c20251620c7c,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0056,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA027,IMG_0575.jpg,blast,1,blast\IMG_0575.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0575.jpg,63.9,.jpg,72bc0a291eb6627b,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0048,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA028,IMG_0576.jpg,blast,1,blast\IMG_0576.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0576.jpg,90.5,.jpg,6eaf21dbd4be2e98,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0088,Jatibarang,28.062,82.458,12.0,0.319,2.533,5.075,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA029,IMG_0594.jpg,blast,1,blast\IMG_0594.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0594.jpg,41.7,.jpg,b700a9c5675eb4d7,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0014,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA030,IMG_0599.jpg,blast,1,blast\IMG_0599.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0599.jpg,43.5,.jpg,2a41f9f19b37232e,test,224,224,True,Otsu,True,"[0.0, 1.0]",0.0017,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA031,IMG_0602.jpg,blast,1,blast\IMG_0602.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0602.jpg,59.4,.jpg,34e0493456d87452,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.0041,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA032,IMG_0603.jpg,blast,1,blast\IMG_0603.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0603.jpg,43.1,.jpg,46e953781b92588f,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0016,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA033,IMG_0604.jpg,blast,1,blast\IMG_0604.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0604.jpg,40.7,.jpg,f6161076dd01e920,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0012,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA034,IMG_0605.jpg,blast,1,blast\IMG_0605.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0605.jpg,44.4,.jpg,650249da1aabe7e9,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0018,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA035,IMG_0607.jpg,blast,1,blast\IMG_0607.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0607.jpg,34.9,.jpg,0cbd9707d031a01b,test,224,224,True,Otsu,True,"[0.0, 1.0]",0.0004,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA036,IMG_0611.jpg,blast,1,blast\IMG_0611.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0611.jpg,40.2,.jpg,6632d46be1655b91,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.0012,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA037,IMG_0612.jpg,blast,1,blast\IMG_0612.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0612.jpg,68.0,.jpg,a1f4e4b39cee9dbd,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0054,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA038,IMG_0613.jpg,blast,1,blast\IMG_0613.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0613.jpg,43.7,.jpg,e3c88a620030f373,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0017,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA039,IMG_0622.jpg,blast,1,blast\IMG_0622.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0622.jpg,52.3,.jpg,d49ef3ba6e3a2d54,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.003,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA040,IMG_0628.jpg,blast,1,blast\IMG_0628.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0628.jpg,47.3,.jpg,4f8282aa1199910f,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0023,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA041,IMG_0630.jpg,blast,1,blast\IMG_0630.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0630.jpg,55.8,.jpg,a467f972de924f29,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0035,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA042,IMG_0632.jpg,blast,1,blast\IMG_0632.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0632.jpg,64.6,.jpg,4e65672be888bbd5,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0049,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA043,IMG_0633.jpg,blast,1,blast\IMG_0633.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0633.jpg,52.4,.jpg,ff74b27e3fe63252,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.003,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA044,IMG_0635.jpg,blast,1,blast\IMG_0635.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0635.jpg,37.7,.jpg,014076f2e157e2f1,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0008,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA045,IMG_0636.jpg,blast,1,blast\IMG_0636.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0636.jpg,63.3,.jpg,019d0f06f774b411,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0047,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA046,IMG_0640.jpg,blast,1,blast\IMG_0640.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0640.jpg,71.7,.jpg,9b11a11f9ba53ba0,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.006,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA047,IMG_0641.jpg,blast,1,blast\IMG_0641.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0641.jpg,74.1,.jpg,c168db2ab6e3faa4,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0063,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA048,IMG_0647.jpg,blast,1,blast\IMG_0647.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0647.jpg,73.0,.jpg,6b016b76f371da8f,test,224,224,True,Otsu,True,"[0.0, 1.0]",0.0062,Haurgeulis,28.297,82.444,11.0,0.319,2.533,5.251,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA049,IMG_0648.jpg,blast,1,blast\IMG_0648.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0648.jpg,64.9,.jpg,77f149e6fb43fbca,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.0049,Kandanghaur,28.485,82.75,18.0,0.314,2.533,4.613,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA050,IMG_0649.jpg,blast,1,blast\IMG_0649.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0649.jpg,60.6,.jpg,79a71f76504f4862,val,224,224,True,Otsu,True,"[0.0, 1.0]",0.0043,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA051,IMG_0650.jpg,blast,1,blast\IMG_0650.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0650.jpg,78.9,.jpg,cc9d2b9e8a5949db,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0071,Indramayu,28.618,79.361,6.4,0.375,2.533,6.551,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
BLA052,IMG_0651.jpg,blast,1,blast\IMG_0651.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0651.jpg,76.6,.jpg,02269a71fd54b904,train,224,224,True,Otsu,True,"[0.0, 1.0]",0.0067,Patrol,28.289,82.736,13.3,0.314,2.533,6.528,72,Gadu,OPENMETEO_API,48,45.042,1.407,61.104
