image_id,filename,disease_label,disease_code,relative_path,full_path,split
BLI031,IMG_0987.jpg,blight,2,blight\IMG_0987.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0987.jpg,train
BLI032,IMG_0990.jpg,blight,2,blight\IMG_0990.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0990.jpg,train
BLI033,IMG_0991.jpg,blight,2,blight\IMG_0991.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0991.jpg,train
BLI035,IMG_0993.jpg,blight,2,blight\IMG_0993.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0993.jpg,train
BLI037,IMG_0999.jpg,blight,2,blight\IMG_0999.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0999.jpg,train
BLI038,IMG_1001.jpg,blight,2,blight\IMG_1001.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1001.jpg,train
BLI044,IMG_1010.jpg,blight,2,blight\IMG_1010.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1010.jpg,train
BLI045,IMG_1011.jpg,blight,2,blight\IMG_1011.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1011.jpg,train
BLI046,IMG_1012.jpg,blight,2,blight\IMG_1012.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1012.jpg,train
BLI047,IMG_1013.jpg,blight,2,blight\IMG_1013.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1013.jpg,train
BLI048,IMG_1014.jpg,blight,2,blight\IMG_1014.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1014.jpg,train
BLI049,IMG_1015.jpg,blight,2,blight\IMG_1015.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1015.jpg,train
BLI051,IMG_1020.jpg,blight,2,blight\IMG_1020.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1020.jpg,train
BLI052,IMG_1021.jpg,blight,2,blight\IMG_1021.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1021.jpg,train
BLI053,IMG_1022.jpg,blight,2,blight\IMG_1022.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1022.jpg,train
BLI054,IMG_1023.jpg,blight,2,blight\IMG_1023.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1023.jpg,train
BLI057,IMG_1027.jpg,blight,2,blight\IMG_1027.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1027.jpg,train
BLI058,IMG_1029.jpg,blight,2,blight\IMG_1029.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1029.jpg,train
BLI059,IMG_1030.jpg,blight,2,blight\IMG_1030.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1030.jpg,train
BLI060,IMG_1031.jpg,blight,2,blight\IMG_1031.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1031.jpg,train
BLI062,IMG_1034.jpg,blight,2,blight\IMG_1034.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1034.jpg,train
BLI063,IMG_1035.jpg,blight,2,blight\IMG_1035.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1035.jpg,train
BLI064,IMG_1036.jpg,blight,2,blight\IMG_1036.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1036.jpg,train
BLI065,IMG_1042.jpg,blight,2,blight\IMG_1042.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1042.jpg,train
BLI066,IMG_1043.jpg,blight,2,blight\IMG_1043.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1043.jpg,train
BLI067,IMG_1047.jpg,blight,2,blight\IMG_1047.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1047.jpg,train
BLI069,IMG_1056.jpg,blight,2,blight\IMG_1056.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1056.jpg,train
BLI071,IMG_1059.jpg,blight,2,blight\IMG_1059.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1059.jpg,train
BLI072,IMG_1063.jpg,blight,2,blight\IMG_1063.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1063.jpg,train
BLI073,IMG_1064.jpg,blight,2,blight\IMG_1064.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1064.jpg,train
BLI074,IMG_1065.jpg,blight,2,blight\IMG_1065.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1065.jpg,train
BLI075,IMG_1066.jpg,blight,2,blight\IMG_1066.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1066.jpg,train
BLI076,IMG_1068.jpg,blight,2,blight\IMG_1068.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1068.jpg,train
BLI078,IMG_1071.jpg,blight,2,blight\IMG_1071.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1071.jpg,train
BLI079,IMG_1072.jpg,blight,2,blight\IMG_1072.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1072.jpg,train
BLI080,IMG_1075.jpg,blight,2,blight\IMG_1075.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1075.jpg,train
TUN001,IMG_0399.jpg,tungro,3,tungro\IMG_0399.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0399.jpg,train
TUN002,IMG_0400.jpg,tungro,3,tungro\IMG_0400.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0400.jpg,train
TUN003,IMG_0414.jpg,tungro,3,tungro\IMG_0414.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0414.jpg,train
TUN005,IMG_0581.jpg,tungro,3,tungro\IMG_0581.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0581.jpg,train
TUN006,IMG_0582.jpg,tungro,3,tungro\IMG_0582.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0582.jpg,train
TUN007,IMG_0583.jpg,tungro,3,tungro\IMG_0583.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0583.jpg,train
TUN008,IMG_0584.jpg,tungro,3,tungro\IMG_0584.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0584.jpg,train
TUN009,IMG_0614.jpg,tungro,3,tungro\IMG_0614.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0614.jpg,train
TUN010,IMG_0615.jpg,tungro,3,tungro\IMG_0615.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0615.jpg,train
TUN011,IMG_0688.jpg,tungro,3,tungro\IMG_0688.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0688.jpg,train
TUN012,IMG_0689.jpg,tungro,3,tungro\IMG_0689.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0689.jpg,train
TUN013,IMG_0706.jpg,tungro,3,tungro\IMG_0706.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0706.jpg,train
TUN014,IMG_0714.jpg,tungro,3,tungro\IMG_0714.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0714.jpg,train
TUN017,IMG_0824.jpg,tungro,3,tungro\IMG_0824.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0824.jpg,train
TUN018,IMG_0825.jpg,tungro,3,tungro\IMG_0825.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0825.jpg,train
TUN019,IMG_0826.jpg,tungro,3,tungro\IMG_0826.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0826.jpg,train
TUN023,IMG_0836.jpg,tungro,3,tungro\IMG_0836.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0836.jpg,train
TUN024,IMG_0844.jpg,tungro,3,tungro\IMG_0844.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0844.jpg,train
TUN026,IMG_0846.jpg,tungro,3,tungro\IMG_0846.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0846.jpg,train
TUN027,IMG_0847.jpg,tungro,3,tungro\IMG_0847.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0847.jpg,train
TUN029,IMG_0849.jpg,tungro,3,tungro\IMG_0849.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0849.jpg,train
TUN030,IMG_0850.jpg,tungro,3,tungro\IMG_0850.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0850.jpg,train
TUN032,IMG_0852.jpg,tungro,3,tungro\IMG_0852.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0852.jpg,train
TUN033,IMG_0853.jpg,tungro,3,tungro\IMG_0853.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0853.jpg,train
TUN035,IMG_0855.jpg,tungro,3,tungro\IMG_0855.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0855.jpg,train
TUN036,IMG_0857.jpg,tungro,3,tungro\IMG_0857.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0857.jpg,train
TUN037,IMG_0858.jpg,tungro,3,tungro\IMG_0858.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0858.jpg,train
TUN038,IMG_0859.jpg,tungro,3,tungro\IMG_0859.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0859.jpg,train
TUN039,IMG_0860.jpg,tungro,3,tungro\IMG_0860.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0860.jpg,train
TUN040,IMG_0861.jpg,tungro,3,tungro\IMG_0861.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0861.jpg,train
TUN041,IMG_0864.jpg,tungro,3,tungro\IMG_0864.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0864.jpg,train
TUN042,IMG_0865.jpg,tungro,3,tungro\IMG_0865.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0865.jpg,train
TUN043,IMG_0866.jpg,tungro,3,tungro\IMG_0866.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0866.jpg,train
TUN044,IMG_0867.jpg,tungro,3,tungro\IMG_0867.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0867.jpg,train
TUN045,IMG_0868.jpg,tungro,3,tungro\IMG_0868.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0868.jpg,train
TUN048,IMG_0876.jpg,tungro,3,tungro\IMG_0876.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0876.jpg,train
TUN049,IMG_0878.jpg,tungro,3,tungro\IMG_0878.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0878.jpg,train
TUN050,IMG_0879.jpg,tungro,3,tungro\IMG_0879.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0879.jpg,train
TUN051,IMG_0880.jpg,tungro,3,tungro\IMG_0880.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0880.jpg,train
TUN052,IMG_0881.jpg,tungro,3,tungro\IMG_0881.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0881.jpg,train
TUN053,IMG_0882.jpg,tungro,3,tungro\IMG_0882.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0882.jpg,train
TUN054,IMG_0883.jpg,tungro,3,tungro\IMG_0883.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0883.jpg,train
TUN055,IMG_0885.jpg,tungro,3,tungro\IMG_0885.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0885.jpg,train
TUN056,IMG_0886.jpg,tungro,3,tungro\IMG_0886.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0886.jpg,train
TUN057,IMG_0887.jpg,tungro,3,tungro\IMG_0887.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0887.jpg,train
TUN058,IMG_0888.jpg,tungro,3,tungro\IMG_0888.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0888.jpg,train
TUN059,IMG_0889.jpg,tungro,3,tungro\IMG_0889.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0889.jpg,train
TUN062,IMG_0895.jpg,tungro,3,tungro\IMG_0895.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0895.jpg,train
TUN064,IMG_0897.jpg,tungro,3,tungro\IMG_0897.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0897.jpg,train
TUN065,IMG_0898.jpg,tungro,3,tungro\IMG_0898.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0898.jpg,train
TUN066,IMG_0899.jpg,tungro,3,tungro\IMG_0899.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0899.jpg,train
TUN067,IMG_0900.jpg,tungro,3,tungro\IMG_0900.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0900.jpg,train
TUN069,IMG_0902.jpg,tungro,3,tungro\IMG_0902.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0902.jpg,train
TUN072,IMG_0906.jpg,tungro,3,tungro\IMG_0906.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0906.jpg,train
TUN073,IMG_0907.jpg,tungro,3,tungro\IMG_0907.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0907.jpg,train
TUN074,IMG_0911.jpg,tungro,3,tungro\IMG_0911.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0911.jpg,train
TUN075,IMG_0912.jpg,tungro,3,tungro\IMG_0912.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0912.jpg,train
TUN077,IMG_0916.jpg,tungro,3,tungro\IMG_0916.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0916.jpg,train
TUN078,IMG_0917.jpg,tungro,3,tungro\IMG_0917.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0917.jpg,train
TUN079,IMG_0923.jpg,tungro,3,tungro\IMG_0923.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0923.jpg,train
