image_id,filename,disease_label,disease_code,relative_path,full_path,file_size_kb,img_format,image_hash,split
BLA038,IMG_0613.jpg,blast,1,blast\IMG_0613.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0613.jpg,43.7,.jpg,e3c88a620030f373,train
BLA039,IMG_0622.jpg,blast,1,blast\IMG_0622.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0622.jpg,52.3,.jpg,d49ef3ba6e3a2d54,train
BLA040,IMG_0628.jpg,blast,1,blast\IMG_0628.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0628.jpg,47.3,.jpg,4f8282aa1199910f,train
BLA041,IMG_0630.jpg,blast,1,blast\IMG_0630.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0630.jpg,55.8,.jpg,a467f972de924f29,train
BLA042,IMG_0632.jpg,blast,1,blast\IMG_0632.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0632.jpg,64.6,.jpg,4e65672be888bbd5,train
BLA043,IMG_0633.jpg,blast,1,blast\IMG_0633.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0633.jpg,52.4,.jpg,ff74b27e3fe63252,train
BLA044,IMG_0635.jpg,blast,1,blast\IMG_0635.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0635.jpg,37.7,.jpg,014076f2e157e2f1,train
BLA045,IMG_0636.jpg,blast,1,blast\IMG_0636.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0636.jpg,63.3,.jpg,019d0f06f774b411,train
BLA046,IMG_0640.jpg,blast,1,blast\IMG_0640.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0640.jpg,71.7,.jpg,9b11a11f9ba53ba0,train
BLA047,IMG_0641.jpg,blast,1,blast\IMG_0641.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0641.jpg,74.1,.jpg,c168db2ab6e3faa4,train
BLA048,IMG_0647.jpg,blast,1,blast\IMG_0647.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0647.jpg,73.0,.jpg,6b016b76f371da8f,test
BLA049,IMG_0648.jpg,blast,1,blast\IMG_0648.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0648.jpg,64.9,.jpg,77f149e6fb43fbca,val
BLA050,IMG_0649.jpg,blast,1,blast\IMG_0649.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0649.jpg,60.6,.jpg,79a71f76504f4862,val
BLA051,IMG_0650.jpg,blast,1,blast\IMG_0650.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0650.jpg,78.9,.jpg,cc9d2b9e8a5949db,train
BLA052,IMG_0651.jpg,blast,1,blast\IMG_0651.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0651.jpg,76.6,.jpg,02269a71fd54b904,train
BLA053,IMG_0652.jpg,blast,1,blast\IMG_0652.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0652.jpg,81.8,.jpg,d16b063d93be0bb5,val
BLA054,IMG_0654.jpg,blast,1,blast\IMG_0654.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0654.jpg,94.8,.jpg,d5cf4f6138a82294,test
BLA055,IMG_0656.jpg,blast,1,blast\IMG_0656.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0656.jpg,95.4,.jpg,d98656520f6ec18f,train
BLA056,IMG_0674.jpg,blast,1,blast\IMG_0674.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0674.jpg,65.8,.jpg,0a173758e9b3cf30,train
BLA057,IMG_0675.jpg,blast,1,blast\IMG_0675.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0675.jpg,50.7,.jpg,ac67245913f7f878,train
BLA058,IMG_0678.jpg,blast,1,blast\IMG_0678.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0678.jpg,47.1,.jpg,62baed822c84a178,train
BLA059,IMG_0680.jpg,blast,1,blast\IMG_0680.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0680.jpg,62.2,.jpg,dd354a932c7acd37,train
BLA060,IMG_0681.jpg,blast,1,blast\IMG_0681.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0681.jpg,69.3,.jpg,ce35e7d578bfb64b,train
BLA061,IMG_0682.jpg,blast,1,blast\IMG_0682.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0682.jpg,64.7,.jpg,8f21570b8f250166,train
BLA062,IMG_0684.jpg,blast,1,blast\IMG_0684.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0684.jpg,63.9,.jpg,038fe846dc1f0424,train
BLA063,IMG_0687.jpg,blast,1,blast\IMG_0687.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0687.jpg,32.5,.jpg,c221c832d9145b08,train
BLA064,IMG_0691.jpg,blast,1,blast\IMG_0691.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0691.jpg,40.5,.jpg,dce2b3762c351a8b,val
BLA065,IMG_0692.jpg,blast,1,blast\IMG_0692.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0692.jpg,48.1,.jpg,e3c142713b6f5ed6,train
BLA066,IMG_0694.jpg,blast,1,blast\IMG_0694.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0694.jpg,37.2,.jpg,5c8b7c2dfefc42a5,train
BLA067,IMG_0695.jpg,blast,1,blast\IMG_0695.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0695.jpg,37.7,.jpg,bd49e07bea0e3725,train
BLA068,IMG_0698.jpg,blast,1,blast\IMG_0698.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0698.jpg,61.4,.jpg,dea76331713b3555,train
BLA069,IMG_0701.jpg,blast,1,blast\IMG_0701.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0701.jpg,48.8,.jpg,6d204584d0dd80cb,train
BLA070,IMG_0704.jpg,blast,1,blast\IMG_0704.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0704.jpg,60.7,.jpg,2b94da2ffab421c6,train
BLA071,IMG_0705.jpg,blast,1,blast\IMG_0705.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0705.jpg,67.2,.jpg,43a9cbaf69751d0c,test
BLA072,IMG_0707.jpg,blast,1,blast\IMG_0707.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0707.jpg,40.0,.jpg,438ade19679ec9b4,train
BLA073,IMG_0708.jpg,blast,1,blast\IMG_0708.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0708.jpg,50.1,.jpg,8c5ee086d09be075,train
BLA074,IMG_0711.jpg,blast,1,blast\IMG_0711.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0711.jpg,38.8,.jpg,b84a65c4fb0117f5,train
BLA075,IMG_0713.jpg,blast,1,blast\IMG_0713.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0713.jpg,47.4,.jpg,50b4f42005684b7c,train
BLA076,IMG_0716.jpg,blast,1,blast\IMG_0716.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0716.jpg,58.0,.jpg,5fac7bf112d9e26a,train
BLA077,IMG_0717.jpg,blast,1,blast\IMG_0717.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0717.jpg,64.1,.jpg,b4d671e9e0d2053a,train
BLA078,IMG_0718.jpg,blast,1,blast\IMG_0718.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0718.jpg,56.4,.jpg,25abb7a58bc08c70,train
BLA079,IMG_0720.jpg,blast,1,blast\IMG_0720.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0720.jpg,36.1,.jpg,8084347b53f0912e,train
BLA080,IMG_0722.jpg,blast,1,blast\IMG_0722.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blast\IMG_0722.jpg,37.9,.jpg,d1427e6084bcda4b,train
BLI001,IMG_0834.jpg,blight,2,blight\IMG_0834.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0834.jpg,53.9,.jpg,4927a8b97cbe5ed0,train
BLI002,IMG_0936.jpg,blight,2,blight\IMG_0936.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0936.jpg,103.0,.jpg,de1b0d153a4c1a11,train
BLI003,IMG_0937.jpg,blight,2,blight\IMG_0937.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0937.jpg,125.2,.jpg,51850ce5ec1b625e,train
BLI004,IMG_0938.jpg,blight,2,blight\IMG_0938.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0938.jpg,113.6,.jpg,723e08fb98ad9045,test
BLI005,IMG_0939.jpg,blight,2,blight\IMG_0939.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0939.jpg,94.3,.jpg,c899993f4585b805,val
BLI006,IMG_0941.jpg,blight,2,blight\IMG_0941.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0941.jpg,91.9,.jpg,a1f1db4f705dbfd8,train
BLI007,IMG_0943.jpg,blight,2,blight\IMG_0943.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0943.jpg,146.7,.jpg,894fb91aeed8e1a0,train
BLI008,IMG_0944.jpg,blight,2,blight\IMG_0944.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0944.jpg,172.3,.jpg,8a81cb32eb67b15c,train
BLI009,IMG_0946.jpg,blight,2,blight\IMG_0946.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0946.jpg,90.6,.jpg,cd843f8449bd420e,train
BLI010,IMG_0947.jpg,blight,2,blight\IMG_0947.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0947.jpg,135.1,.jpg,9b299fc0878fce8d,train
BLI011,IMG_0948.jpg,blight,2,blight\IMG_0948.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0948.jpg,93.4,.jpg,f4bd7679f2f89b6b,test
BLI012,IMG_0949.jpg,blight,2,blight\IMG_0949.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0949.jpg,128.5,.jpg,1e0d316aa7365c35,train
BLI013,IMG_0950.jpg,blight,2,blight\IMG_0950.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0950.jpg,147.4,.jpg,b9bc19264ae72523,train
BLI014,IMG_0952.jpg,blight,2,blight\IMG_0952.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0952.jpg,132.7,.jpg,e3dcf67431e61cea,train
BLI015,IMG_0956.jpg,blight,2,blight\IMG_0956.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0956.jpg,146.4,.jpg,e38caafefcf51f67,val
BLI016,IMG_0959.jpg,blight,2,blight\IMG_0959.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0959.jpg,118.2,.jpg,2470e49520a65aef,train
BLI017,IMG_0962.jpg,blight,2,blight\IMG_0962.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0962.jpg,220.0,.jpg,e8dbd7bc363237d6,train
BLI018,IMG_0964.jpg,blight,2,blight\IMG_0964.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0964.jpg,212.2,.jpg,5f1583556c7ae7f3,train
BLI019,IMG_0965.jpg,blight,2,blight\IMG_0965.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0965.jpg,225.4,.jpg,64af57883a361c1d,train
BLI020,IMG_0966.jpg,blight,2,blight\IMG_0966.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0966.jpg,157.2,.jpg,d80816dd3a74406b,train
BLI021,IMG_0971.jpg,blight,2,blight\IMG_0971.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0971.jpg,135.6,.jpg,84ab72901e48c2a2,train
BLI022,IMG_0972.jpg,blight,2,blight\IMG_0972.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0972.jpg,102.5,.jpg,7d1f8e1d63f3b14c,train
BLI023,IMG_0973.jpg,blight,2,blight\IMG_0973.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0973.jpg,122.6,.jpg,807c73bd1c9fb93b,test
BLI024,IMG_0976.jpg,blight,2,blight\IMG_0976.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0976.jpg,211.7,.jpg,557d826320dfa419,train
BLI025,IMG_0979.jpg,blight,2,blight\IMG_0979.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0979.jpg,96.9,.jpg,8c42c664e9c54bdd,train
BLI026,IMG_0982.jpg,blight,2,blight\IMG_0982.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0982.jpg,97.8,.jpg,52c5b6f1f01b15d4,train
BLI027,IMG_0983.jpg,blight,2,blight\IMG_0983.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0983.jpg,133.8,.jpg,66ff1750c7082a01,val
BLI028,IMG_0984.jpg,blight,2,blight\IMG_0984.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0984.jpg,126.6,.jpg,f6f97e92a89ff79c,train
BLI029,IMG_0985.jpg,blight,2,blight\IMG_0985.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0985.jpg,141.4,.jpg,9a0eaeb92043a555,train
BLI030,IMG_0986.jpg,blight,2,blight\IMG_0986.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0986.jpg,143.6,.jpg,879e9eb6284ea762,train
BLI031,IMG_0987.jpg,blight,2,blight\IMG_0987.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0987.jpg,152.1,.jpg,9c20a6d36baa04c5,train
BLI032,IMG_0990.jpg,blight,2,blight\IMG_0990.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0990.jpg,132.4,.jpg,495e1d2fd7771f3f,train
BLI033,IMG_0991.jpg,blight,2,blight\IMG_0991.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0991.jpg,112.8,.jpg,0eb6ccd32e1d9327,train
BLI034,IMG_0992.jpg,blight,2,blight\IMG_0992.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0992.jpg,109.6,.jpg,295f40b50ff7fa3e,test
BLI035,IMG_0993.jpg,blight,2,blight\IMG_0993.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0993.jpg,99.8,.jpg,13b1fd9d7eba52a9,train
BLI036,IMG_0998.jpg,blight,2,blight\IMG_0998.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0998.jpg,129.5,.jpg,b8429053c1bf8657,val
BLI037,IMG_0999.jpg,blight,2,blight\IMG_0999.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_0999.jpg,103.0,.jpg,7d8930fdcd5228a9,train
BLI038,IMG_1001.jpg,blight,2,blight\IMG_1001.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1001.jpg,152.1,.jpg,c9d7d8680753a1dc,train
BLI039,IMG_1002.jpg,blight,2,blight\IMG_1002.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1002.jpg,174.7,.jpg,0b4cf291bb2bfa83,test
BLI040,IMG_1003.jpg,blight,2,blight\IMG_1003.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1003.jpg,153.7,.jpg,79ba1e24cb248b60,val
BLI041,IMG_1004.jpg,blight,2,blight\IMG_1004.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1004.jpg,169.5,.jpg,8cc507e07e22e1b9,test
BLI042,IMG_1008.jpg,blight,2,blight\IMG_1008.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1008.jpg,165.5,.jpg,8774c03bea5af915,test
BLI043,IMG_1009.jpg,blight,2,blight\IMG_1009.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1009.jpg,182.7,.jpg,4869208e16316be4,val
BLI044,IMG_1010.jpg,blight,2,blight\IMG_1010.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1010.jpg,132.0,.jpg,aa96cb8fb0584595,train
BLI045,IMG_1011.jpg,blight,2,blight\IMG_1011.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1011.jpg,172.3,.jpg,1118dda5a1e9b599,train
BLI046,IMG_1012.jpg,blight,2,blight\IMG_1012.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1012.jpg,170.3,.jpg,ec54859aa6fb6775,train
BLI047,IMG_1013.jpg,blight,2,blight\IMG_1013.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1013.jpg,130.7,.jpg,e3da16a16df7797c,train
BLI048,IMG_1014.jpg,blight,2,blight\IMG_1014.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1014.jpg,192.7,.jpg,d7161ab6662b5a3a,train
BLI049,IMG_1015.jpg,blight,2,blight\IMG_1015.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1015.jpg,153.3,.jpg,5946fc2c705058f3,train
BLI050,IMG_1016.jpg,blight,2,blight\IMG_1016.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1016.jpg,119.7,.jpg,daca05a8d3b2e00e,test
BLI051,IMG_1020.jpg,blight,2,blight\IMG_1020.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1020.jpg,197.5,.jpg,f80b5b10a7550832,train
BLI052,IMG_1021.jpg,blight,2,blight\IMG_1021.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1021.jpg,162.4,.jpg,57f259b34b8ec823,train
BLI053,IMG_1022.jpg,blight,2,blight\IMG_1022.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1022.jpg,185.1,.jpg,24b9ed2d5170fddd,train
BLI054,IMG_1023.jpg,blight,2,blight\IMG_1023.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1023.jpg,184.8,.jpg,d3ddbac1f5c851a7,train
BLI055,IMG_1024.jpg,blight,2,blight\IMG_1024.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1024.jpg,121.5,.jpg,025eeb84947e664b,test
BLI056,IMG_1026.jpg,blight,2,blight\IMG_1026.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1026.jpg,168.5,.jpg,6db1072141b5c429,test
BLI057,IMG_1027.jpg,blight,2,blight\IMG_1027.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1027.jpg,163.5,.jpg,50baae162ced9c3a,train
BLI058,IMG_1029.jpg,blight,2,blight\IMG_1029.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1029.jpg,186.0,.jpg,b15ab317b6608733,train
BLI059,IMG_1030.jpg,blight,2,blight\IMG_1030.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1030.jpg,197.7,.jpg,b223669478f8048d,train
BLI060,IMG_1031.jpg,blight,2,blight\IMG_1031.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1031.jpg,154.6,.jpg,6deddf75c33b7002,train
BLI061,IMG_1033.jpg,blight,2,blight\IMG_1033.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1033.jpg,167.7,.jpg,508267b3a00a90af,test
BLI062,IMG_1034.jpg,blight,2,blight\IMG_1034.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1034.jpg,156.8,.jpg,d1d89157bfc455a2,train
BLI063,IMG_1035.jpg,blight,2,blight\IMG_1035.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1035.jpg,161.1,.jpg,7eed5a2e3aed0608,train
BLI064,IMG_1036.jpg,blight,2,blight\IMG_1036.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1036.jpg,165.0,.jpg,b08a5ae53ef379ad,train
BLI065,IMG_1042.jpg,blight,2,blight\IMG_1042.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1042.jpg,216.0,.jpg,327c18abe9685f18,train
BLI066,IMG_1043.jpg,blight,2,blight\IMG_1043.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1043.jpg,164.2,.jpg,d754e5da3966b1ab,train
BLI067,IMG_1047.jpg,blight,2,blight\IMG_1047.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1047.jpg,128.1,.jpg,6c65216f26173674,train
BLI068,IMG_1055.jpg,blight,2,blight\IMG_1055.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1055.jpg,157.5,.jpg,360bbaabec0836ec,val
BLI069,IMG_1056.jpg,blight,2,blight\IMG_1056.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1056.jpg,160.7,.jpg,10c1bf071db944ac,train
BLI070,IMG_1057.jpg,blight,2,blight\IMG_1057.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1057.jpg,116.3,.jpg,b3e041a1018c2358,test
BLI071,IMG_1059.jpg,blight,2,blight\IMG_1059.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1059.jpg,131.8,.jpg,d3529bc9d568548b,train
BLI072,IMG_1063.jpg,blight,2,blight\IMG_1063.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1063.jpg,209.6,.jpg,6f45ff50cb449cda,train
BLI073,IMG_1064.jpg,blight,2,blight\IMG_1064.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1064.jpg,199.7,.jpg,fa41f09b4e996d1e,train
BLI074,IMG_1065.jpg,blight,2,blight\IMG_1065.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1065.jpg,159.2,.jpg,a98a1e50004d3357,train
BLI075,IMG_1066.jpg,blight,2,blight\IMG_1066.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1066.jpg,228.2,.jpg,fabce6efda1c47a0,train
BLI076,IMG_1068.jpg,blight,2,blight\IMG_1068.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1068.jpg,175.9,.jpg,f491d1c7b956aaca,train
BLI077,IMG_1069.jpg,blight,2,blight\IMG_1069.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1069.jpg,114.5,.jpg,1cd7978c1685e44b,val
BLI078,IMG_1071.jpg,blight,2,blight\IMG_1071.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1071.jpg,76.0,.jpg,23fbf25770d942b9,train
BLI079,IMG_1072.jpg,blight,2,blight\IMG_1072.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1072.jpg,81.3,.jpg,27ad198fc9ed7181,train
BLI080,IMG_1075.jpg,blight,2,blight\IMG_1075.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\blight\IMG_1075.jpg,64.4,.jpg,ee493220fa346c23,train
TUN001,IMG_0399.jpg,tungro,3,tungro\IMG_0399.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0399.jpg,119.2,.jpg,94f14b372c88740f,train
TUN002,IMG_0400.jpg,tungro,3,tungro\IMG_0400.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0400.jpg,100.5,.jpg,2cba965e18509eb2,train
TUN003,IMG_0414.jpg,tungro,3,tungro\IMG_0414.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0414.jpg,106.0,.jpg,d050d3679cf34aeb,train
TUN004,IMG_0432.jpg,tungro,3,tungro\IMG_0432.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0432.jpg,54.1,.jpg,8da5d9a1b34a4cd1,test
TUN005,IMG_0581.jpg,tungro,3,tungro\IMG_0581.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0581.jpg,45.1,.jpg,b358b7854ea53c45,train
TUN006,IMG_0582.jpg,tungro,3,tungro\IMG_0582.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0582.jpg,37.9,.jpg,5ee9f0f40712c263,train
TUN007,IMG_0583.jpg,tungro,3,tungro\IMG_0583.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0583.jpg,47.6,.jpg,95359e415690e9cf,train
TUN008,IMG_0584.jpg,tungro,3,tungro\IMG_0584.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0584.jpg,55.1,.jpg,918494aa374218c3,train
TUN009,IMG_0614.jpg,tungro,3,tungro\IMG_0614.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0614.jpg,61.1,.jpg,08a3f574df9eef6e,train
TUN010,IMG_0615.jpg,tungro,3,tungro\IMG_0615.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0615.jpg,84.5,.jpg,dac90a89689c924b,train
TUN011,IMG_0688.jpg,tungro,3,tungro\IMG_0688.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0688.jpg,81.2,.jpg,1d2dd148838b882c,train
TUN012,IMG_0689.jpg,tungro,3,tungro\IMG_0689.jpg,C:\ML\bigdata\Penyakit_Daun_Padi_Indonesia\tungro\IMG_0689.jpg,93.0,.jpg,09361a7d43b00efa,train
