station_id,kecamatan,kabupaten,latitude,longitude,elevasi_m,timestamp,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,weather_code,cuaca,drought_index,uv_index,musim,source
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 18:00:00,28.8,79,1.2,3.2,95,Hujan Lebat,0.382,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 19:00:00,28.0,85,1.9,3.1,95,Hujan Lebat,0.273,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 20:00:00,27.4,88,0.7,2.5,80,Hujan Lebat,0.218,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 21:00:00,27.2,89,0.0,2.3,3,Berawan,0.2,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 22:00:00,26.9,90,0.0,2.6,3,Berawan,0.182,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-12 23:00:00,26.6,90,0.0,3.3,3,Berawan,0.182,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 00:00:00,26.4,91,0.0,3.4,3,Berawan,0.164,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 01:00:00,26.0,93,0.0,2.7,3,Berawan,0.127,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 02:00:00,25.8,94,0.0,2.6,3,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 03:00:00,25.5,95,0.0,2.5,3,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 04:00:00,25.2,96,0.0,2.2,45,Mendung,0.073,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 05:00:00,24.9,97,0.0,2.2,45,Mendung,0.055,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 06:00:00,24.7,98,0.0,3.0,45,Mendung,0.036,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 07:00:00,25.8,96,0.0,2.4,45,Mendung,0.073,2.1,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 08:00:00,27.9,88,0.0,4.6,0,Cerah,0.218,4.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 09:00:00,29.5,80,0.0,6.1,1,Cerah,0.364,5.7,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 10:00:00,30.8,71,0.0,6.8,1,Cerah,0.527,6.9,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 11:00:00,32.0,66,0.0,7.3,1,Cerah,0.618,7.7,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 12:00:00,33.0,59,0.0,8.3,1,Cerah,0.745,8.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 13:00:00,33.7,56,0.0,8.6,1,Cerah,0.8,7.7,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 14:00:00,34.1,54,0.0,10.0,2,Berawan,0.836,6.9,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 15:00:00,33.1,58,0.0,13.2,3,Berawan,0.764,5.7,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 16:00:00,30.9,71,0.4,13.8,80,Hujan Lebat,0.527,4.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 17:00:00,30.0,75,0.9,12.0,80,Hujan Lebat,0.455,2.1,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 18:00:00,29.2,80,0.0,7.3,3,Berawan,0.364,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 19:00:00,28.2,86,0.7,4.6,80,Hujan Lebat,0.255,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 20:00:00,27.3,89,1.2,5.5,80,Hujan Lebat,0.2,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 21:00:00,26.9,90,0.0,4.8,3,Berawan,0.182,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 22:00:00,26.5,90,0.0,5.5,3,Berawan,0.182,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-13 23:00:00,26.1,91,0.0,5.0,3,Berawan,0.164,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 00:00:00,25.9,91,0.0,4.6,3,Berawan,0.164,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 01:00:00,25.7,92,0.0,4.3,3,Berawan,0.145,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 02:00:00,25.6,92,0.0,3.2,3,Berawan,0.145,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 03:00:00,25.6,93,0.0,2.7,3,Berawan,0.127,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 04:00:00,25.5,94,0.0,2.0,2,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 05:00:00,25.3,94,0.0,1.1,2,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 06:00:00,25.2,95,0.0,1.0,2,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 07:00:00,26.1,96,0.0,2.2,2,Berawan,0.073,2.1,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 08:00:00,28.1,87,0.0,4.4,2,Berawan,0.236,4.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 09:00:00,29.5,78,0.0,8.9,1,Cerah,0.4,5.7,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 10:00:00,30.8,71,0.0,9.1,2,Berawan,0.527,6.9,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 11:00:00,32.0,65,0.0,7.2,2,Berawan,0.636,7.7,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 12:00:00,32.5,63,0.1,8.2,2,Berawan,0.673,8.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 13:00:00,32.2,64,0.0,12.2,3,Berawan,0.655,7.7,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 14:00:00,31.2,73,1.0,13.4,95,Hujan Lebat,0.491,6.9,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 15:00:00,31.1,71,0.6,12.5,80,Hujan Lebat,0.527,5.7,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 16:00:00,30.9,69,0.0,11.3,3,Berawan,0.564,4.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 17:00:00,30.0,75,0.3,8.3,80,Hujan Lebat,0.455,2.1,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 18:00:00,28.9,80,0.7,5.3,80,Hujan Lebat,0.364,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 19:00:00,28.1,86,0.5,3.3,80,Hujan Lebat,0.255,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 20:00:00,27.5,89,0.6,2.9,80,Hujan Lebat,0.2,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 21:00:00,27.1,92,0.1,3.8,3,Berawan,0.145,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 22:00:00,26.7,94,0.0,2.4,3,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN03,Haurgeulis,Indramayu,-6.35,107.88,19,2026-04-14 23:00:00,26.4,95,0.0,1.9,3,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 00:00:00,25.5,90,0.0,6.8,3,Berawan,0.182,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 01:00:00,25.3,93,2.8,4.7,95,Hujan Lebat,0.127,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 02:00:00,24.9,94,1.9,4.4,95,Hujan Lebat,0.109,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 03:00:00,24.8,95,0.2,3.8,80,Hujan Lebat,0.091,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 04:00:00,24.8,95,0.0,3.1,2,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 05:00:00,24.6,95,0.0,3.6,3,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 06:00:00,24.5,96,0.0,3.8,3,Berawan,0.073,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 07:00:00,25.3,96,0.0,2.9,3,Berawan,0.073,2.1,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 08:00:00,26.9,91,0.0,3.3,3,Berawan,0.164,4.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 09:00:00,28.9,81,0.0,3.3,3,Berawan,0.345,5.7,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 10:00:00,30.4,72,0.0,4.8,2,Berawan,0.509,6.9,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 11:00:00,31.6,66,0.0,4.7,2,Berawan,0.618,7.7,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 12:00:00,32.4,63,0.0,6.2,2,Berawan,0.673,8.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 13:00:00,32.6,63,0.0,8.7,3,Berawan,0.673,7.7,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 14:00:00,32.0,66,0.0,11.4,3,Berawan,0.618,6.9,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 15:00:00,31.3,69,0.0,12.9,3,Berawan,0.564,5.7,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 16:00:00,30.7,69,0.0,12.2,3,Berawan,0.564,4.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 17:00:00,30.0,73,0.0,9.8,3,Berawan,0.491,2.1,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 18:00:00,29.2,79,0.0,4.8,3,Berawan,0.382,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 19:00:00,28.5,84,0.3,1.8,80,Hujan Lebat,0.291,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 20:00:00,28.0,87,0.6,2.5,80,Hujan Lebat,0.236,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 21:00:00,27.7,89,0.0,1.8,3,Berawan,0.2,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 22:00:00,27.3,91,0.0,2.6,3,Berawan,0.164,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-12 23:00:00,26.8,92,0.0,3.8,3,Berawan,0.145,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 00:00:00,26.6,92,0.0,4.6,3,Berawan,0.145,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 01:00:00,26.2,92,0.0,3.6,3,Berawan,0.145,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 02:00:00,25.9,94,0.0,3.6,3,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 03:00:00,25.6,95,0.0,4.0,3,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 04:00:00,25.2,96,0.0,3.4,45,Mendung,0.073,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 05:00:00,24.9,97,0.0,3.4,45,Mendung,0.055,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 06:00:00,24.6,98,0.0,3.8,45,Mendung,0.036,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 07:00:00,25.6,97,0.0,3.5,45,Mendung,0.055,2.1,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 08:00:00,28.0,86,0.0,5.4,1,Cerah,0.255,4.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 09:00:00,29.8,77,0.0,6.6,1,Cerah,0.418,5.7,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 10:00:00,31.1,70,0.0,6.8,1,Cerah,0.545,6.9,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 11:00:00,32.2,63,0.0,7.2,1,Cerah,0.673,7.7,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 12:00:00,33.1,59,0.0,9.3,2,Berawan,0.745,8.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 13:00:00,33.5,58,0.0,11.2,2,Berawan,0.764,7.7,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 14:00:00,33.2,60,0.0,14.8,2,Berawan,0.727,6.9,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 15:00:00,31.7,69,0.0,16.8,2,Berawan,0.564,5.7,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 16:00:00,30.9,72,0.0,16.5,2,Berawan,0.509,4.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 17:00:00,30.2,74,0.0,14.8,3,Berawan,0.473,2.1,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 18:00:00,29.4,79,0.0,10.5,3,Berawan,0.382,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 19:00:00,28.6,84,0.6,5.4,80,Hujan Lebat,0.291,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 20:00:00,27.5,89,1.6,6.0,80,Hujan Lebat,0.2,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 21:00:00,27.2,90,0.0,5.4,3,Berawan,0.182,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 22:00:00,26.8,91,0.0,5.4,3,Berawan,0.164,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-13 23:00:00,26.4,91,0.0,6.6,3,Berawan,0.164,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 00:00:00,26.0,89,0.0,6.3,3,Berawan,0.2,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 01:00:00,25.7,90,0.0,5.8,3,Berawan,0.182,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 02:00:00,25.6,91,0.0,4.6,3,Berawan,0.164,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 03:00:00,25.4,92,0.0,4.7,3,Berawan,0.145,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 04:00:00,25.3,94,0.0,3.6,2,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 05:00:00,25.2,94,0.0,2.3,2,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 06:00:00,25.0,95,0.0,1.8,2,Berawan,0.091,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 07:00:00,25.9,96,0.0,3.0,45,Mendung,0.073,2.1,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 08:00:00,28.1,87,0.0,5.4,2,Berawan,0.236,4.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 09:00:00,29.7,77,0.0,9.4,1,Cerah,0.418,5.7,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 10:00:00,31.2,70,0.0,9.3,2,Berawan,0.545,6.9,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 11:00:00,32.2,64,0.0,7.4,1,Cerah,0.655,7.7,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 12:00:00,32.3,65,0.1,10.8,2,Berawan,0.636,8.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 13:00:00,31.8,70,0.5,13.8,80,Hujan Lebat,0.545,7.7,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 14:00:00,31.2,73,0.8,14.3,95,Hujan Lebat,0.491,6.9,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 15:00:00,31.1,71,0.1,14.8,3,Berawan,0.527,5.7,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 16:00:00,30.8,71,0.0,13.5,3,Berawan,0.527,4.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 17:00:00,30.0,74,0.3,10.2,80,Hujan Lebat,0.473,2.1,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 18:00:00,29.2,78,0.0,6.8,3,Berawan,0.4,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 19:00:00,28.4,85,0.0,4.5,3,Berawan,0.273,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 20:00:00,27.7,89,1.4,2.5,95,Hujan Lebat,0.2,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 21:00:00,27.2,92,1.4,3.0,95,Hujan Lebat,0.145,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 22:00:00,27.0,93,0.3,3.0,80,Hujan Lebat,0.127,0.0,Gadu,OPENMETEO_API
STN04,Patrol,Indramayu,-6.36,107.72,25,2026-04-14 23:00:00,26.6,95,0.4,2.9,80,Hujan Lebat,0.091,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 00:00:00,25.5,93,2.5,2.9,95,Hujan Lebat,0.127,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 01:00:00,25.3,94,1.8,1.5,95,Hujan Lebat,0.109,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 02:00:00,25.3,94,0.0,0.4,2,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 03:00:00,25.2,94,0.0,1.1,2,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 04:00:00,25.0,96,0.0,1.8,2,Berawan,0.073,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 05:00:00,24.8,97,0.0,1.8,45,Mendung,0.055,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 06:00:00,24.7,97,0.0,2.1,45,Mendung,0.055,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 07:00:00,25.6,97,0.0,1.6,45,Mendung,0.055,2.1,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 08:00:00,27.3,90,0.0,2.1,3,Berawan,0.182,4.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 09:00:00,28.8,85,0.0,3.6,2,Berawan,0.273,5.7,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 10:00:00,30.1,79,0.0,3.6,2,Berawan,0.382,6.9,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 11:00:00,31.3,71,0.0,2.9,2,Berawan,0.527,7.7,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 12:00:00,32.4,64,0.0,3.4,3,Berawan,0.655,8.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 13:00:00,33.1,61,0.0,4.0,3,Berawan,0.709,7.7,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 14:00:00,33.6,58,0.0,4.3,2,Berawan,0.764,6.9,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 15:00:00,33.6,58,0.0,7.2,3,Berawan,0.764,5.7,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 16:00:00,31.6,67,0.1,9.8,3,Berawan,0.6,4.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 17:00:00,30.4,70,0.0,6.2,3,Berawan,0.545,2.1,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 18:00:00,29.0,80,1.6,0.0,95,Hujan Lebat,0.364,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 19:00:00,28.0,86,2.2,0.7,80,Hujan Lebat,0.255,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 20:00:00,27.8,88,0.0,1.8,3,Berawan,0.218,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 21:00:00,27.4,90,0.0,2.7,3,Berawan,0.182,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 22:00:00,27.0,92,0.0,3.9,3,Berawan,0.145,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-12 23:00:00,26.6,92,0.0,3.6,3,Berawan,0.145,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-13 00:00:00,26.4,92,0.0,2.7,3,Berawan,0.145,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-13 01:00:00,26.0,93,0.0,2.5,3,Berawan,0.127,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-13 02:00:00,25.7,94,0.0,2.6,3,Berawan,0.109,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-13 03:00:00,25.4,96,0.0,2.6,3,Berawan,0.073,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-13 04:00:00,25.0,97,0.0,1.9,45,Mendung,0.055,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-13 05:00:00,24.8,98,0.0,1.8,45,Mendung,0.036,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-13 06:00:00,24.6,98,0.0,2.3,45,Mendung,0.036,0.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-13 07:00:00,25.9,96,0.0,2.3,45,Mendung,0.073,2.1,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-13 08:00:00,28.2,84,0.0,4.4,0,Cerah,0.291,4.0,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-13 09:00:00,29.6,77,0.0,6.1,0,Cerah,0.418,5.7,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-13 10:00:00,30.9,72,0.0,6.7,1,Cerah,0.509,6.9,Gadu,OPENMETEO_API
STN05,Kandanghaur,Indramayu,-6.44,107.98,14,2026-04-13 11:00:00,32.1,65,0.0,7.3,1,Cerah,0.636,7.7,Gadu,OPENMETEO_API
